,cod_original,produto,preco_entrada,disponivel,total,data
276,423.0,FRESA RETA 55HRC 4C D=2X4X50X6,23.65,1.0,23.65,2020-04-01
277,675.0,FRESA RETA 55HRC 4C D=2X8X50 H6,38.5,2.0,77.0,2020-04-01
278,603.0,FRESA RETA 55HRC 4C D=4X4X75X11,28.0,4.0,112.0,2020-04-01
279,654.0,FRESA RETA 55HRC 4C D=4X6X50X11,38.5,1.0,38.5,2020-04-01
280,430.0,FRESA RETA 55HRC 4C D=6X6X75X15,44.55,3.0,133.65,2020-04-01
281,460.0,FRESA TOROIDAL 45HRC 2C D=12X12X75X30 R0.5,121.0,2.0,242.0,2020-04-01
282,648.0,FRESA TOROIDAL 45HRC 4C D=10X10X150X30 R0.5,209.0,1.0,209.0,2020-04-01
283,521.0,FRESA TOROIDAL 45HRC 4C D=10X10X25X75 R2,83.0,1.0,83.0,2020-04-01
284,499.0,FRESA TOROIDAL 45HRC 4C D=8X8X100X20 R0.5,84.7,1.0,84.7,2020-04-01
285,845.0,FRESA TOROIDAL 55HRC 4C D=1.5X4X50X64 R0.5,31.46,4.0,125.84,2020-04-01
286,528.0,FRESA TOROIDAL 55HRC 4C D=12X12X75X30 R0.5,171.82,2.0,343.64,2020-04-01
287,688.0,FRESA TOROIDAL 55HRC 4C D=2X4X75X6 R0.5,35.0,2.0,70.0,2020-04-01
288,530.0,FRESA TOROIDAL 55HRC 4C D=3X3X50X8 R0.5,31.46,5.0,157.3,2020-04-01
289,531.0,FRESA TOROIDAL 55HRC 4C D=3X4X50X8 R0.5,26.0,3.0,78.0,2020-04-01
290,567.0,FRESA TOROIDAL 55HRC 4C D=4X4X75X11 R0.5,35.0,1.0,35.0,2020-04-01
291,561.0,FRESA TOROIDAL 55HRC 4C D=5X13X50X5 R1.0,40.59,2.0,81.18,2020-04-01
292,533.0,FRESA TOROIDAL 55HRC 4C D=5X5X50X13 R0.5,41.0,1.0,41.0,2020-04-01
293,535.0,FRESA TOROIDAL 55HRC 4C D=6X6X50X15 R0.5,40.59,2.0,81.18,2020-04-01
294,536.0,FRESA TOROIDAL 55HRC 4C D=6X6X75X15 R0.5,60.5,1.0,60.5,2020-04-01
295,538.0,FRESA TOROIDAL 55HRC 4C D=8X8X60X20 R0.5,78.65,6.0,471.9,2020-04-01
296,557.0,FRESA TOROIDAL 63HRC 4C D=6X15X50X6 R1.0,85.91,2.0,171.82,2020-04-01
297,837.0,GRAMPO FIXACAO LATERAL M 12 - (PAR),299.0,1.0,299.0,2020-04-01
298,4152639.0,GT025002 WP31MG MACHO M4X0.7 (6H) 3F DIN 371,100.13,6.0,600.78,2020-04-01
299,4152640.0,GT025003 WP31MG MACHO M5X0.8 (6H) 3F DIN 371,82.14,2.0,164.28,2020-04-01
300,4152641.0,GT025004 WP31MG MACHO M6X1 (6H) 3F DIN 371,84.88,3.0,254.64,2020-04-01
301,4152642.0,GT025005 WP31MG MACHO M8X1.25 (6H) 3F DIN 371,97.38,3.0,292.14,2020-04-01
302,4152703.0,GT025006 WP31MG MACHO M10X1.5 (6H) 3F DIN 371,117.66,1.0,117.66,2020-04-01
303,4152704.0,GT025007 WP31MG  MACHO M12X1.75 (6H) 3F DIN 371,148.84,2.0,297.68,2020-04-01
304,4152709.0,GT025012 WP31MG MACHO M8X1 6H RHSF SBOT 374,146.76,3.0,440.28,2020-04-01
305,4152710.0,GT025013 WP31MG MACHO M10X1 6H RHSF SBOT 374,159.93,3.0,479.79,2020-04-01
306,4158500.0,GT225021 WP31MG MACHO M10 X 1.5,268.49,2.0,536.98,2020-04-01
307,4158514.0,GT225025 WP31MG MACHO M10X1,271.47,1.0,271.47,2020-04-01
308,3955099.0,"GT305079 GM6515 MACHO M4X0,7 HSS-E-PM",58.17,14.0,814.38,2020-04-01
309,3955100.0,"GT305080 GM6515 MACHO M5X0,8 HSS-E-PM",60.47,7.0,423.29,2020-04-01
310,3955101.0,GT305081 GM6515 MACHO M6X1 HSS-E-PM,61.1,6.0,366.6,2020-04-01
311,3955102.0,"GT305082 GM6515 MACHO M8X1,25 HSS-E-PM",72.8,7.0,509.6,2020-04-01
312,3955103.0,"GT305083 GM6515 MACHO M10X1,5 HSS-E-PM",86.93,3.0,260.79,2020-04-01
313,3955104.0,"GT305084 GM6515 MACHO M12X1,75 HSS-E-PM",104.0,2.0,208.0,2020-04-01
314,3955106.0,GT305086 GM6515 MACHO M16X2 HSS-E-PM,175.49,4.0,701.96,2020-04-01
315,3955110.0,GT305090 GM6515 MACHO M8X1 HSS-E-PM,94.37,1.0,94.37,2020-04-01
316,3954932.0,GT305100 GP6520 MACHO M6,72.71,2.0,145.42,2020-04-01
317,3955098.0,"GT305148 GM6515 MACHO M3X0,5 HSS-E-PM",58.17,2.0,116.34,2020-04-01
318,3955351.0,"GT315009 GP6520 MACHO M8X1,25 HSS-E-PM",118.87,1.0,118.87,2020-04-01
319,719.0,HASTE CONICA PARA MANDRIL CM 5 X ENCAIXE B24,56.75,1.0,56.75,2020-04-01
320,3628.0,"HASTE PARALELA PARA MANDRIL 25,00MM X B16",34.95,1.0,34.95,2020-04-01
321,2047504.0,HN44105522021S ESF 2C 15° HN7151 D=5X6X50X5RT,2.1,8.0,16.8,2020-04-01
322,6127848.0,HN60586197.. 2C ESFERICA D=6X6X28X76 S/ COB,73.95,4.0,295.8,2020-04-01
323,5910033.0,HNEC0905ANSN WK25YM,42.76,5.0,213.8,2020-04-01
324,3954332.0,HNGJ0704ANFNLDJ THM-U,31.97,22.0,703.34,2020-04-01
325,3954483.0,HNPJ070432ANSNHD TN6540,25.25,5.0,126.25,2020-04-01
326,5895293.0,HNPJ0704ANSNGD WP25PM,25.36,5.0,126.8,2020-04-01
327,5550906.0,HNPJ0704ANSNGD WP40PM,25.74,64.0,1647.36,2020-04-01
328,3954478.0,HNPJ0704ANSNHD TN6520,25.25,5.0,126.25,2020-04-01
329,3965250.0,HNPJ090512MM PA120,16.3,277.0,4515.1,2020-04-01
330,2556873.0,KNUX160405L11 TN4000,20.31,10.0,203.1,2020-04-01
331,1671.0,"LOCALIZADOR DE ARESTAS TEMPERADO, RETIFICADO, TOLERANCIA 0,005MM: CBQ-00",30.12,3.0,90.36,2020-04-01
332,M1200D025M12,M1200D025Z02M12HN07 D=25 Z=2 M1200 MINI,165.0,1.0,165.0,2020-04-01
333,3957842.0,M1200D032Z03M16HN07 D=32 Z=3 M1200 MINI,235.9,1.0,235.9,2020-04-01
334,1662441.0,M13203500RT BROCA D=3.5X3.5X20X52,41.66,1.0,41.66,2020-04-01
335,265432.0,M170D025Z02H24L150 RDPX1003,95.0,1.0,95.0,2020-04-01
336,252412.0,M170D025Z02H24L150 RDPX12T3,140.0,2.0,280.0,2020-04-01
337,2021339.0,M170D025Z03H24L150 RDPX1003,140.0,1.0,140.0,2020-04-01
338,98574RD,M170D032Z02H25L150 RDPX1204,110.0,2.0,220.0,2020-04-01
339,3225150.0,M170D032Z03H25L150 RDPX1003,150.0,1.0,150.0,2020-04-01
340,3215025.0,M170D032Z03H25L150 RDPX12T3,150.0,2.0,300.0,2020-04-01
341,200011.0,M170D032Z04M16 RDPX1003,190.0,1.0,190.0,2020-04-01
342,502210.0,M170D050Z05F22 RDPX1003,180.0,1.0,180.0,2020-04-01
343,698574.0,M170D050Z05F22 RDPX12T3,140.0,1.0,140.0,2020-04-01
344,2021361 RD10,M170D052Z05F22 RDPX1003,180.0,2.0,360.0,2020-04-01
345,20213611.0,M170D052Z05F22 RDPX12T3,180.0,2.0,360.0,2020-04-01
346,630522.0,M170D063Z05F22 RDPX1003,190.0,2.0,380.0,2020-04-01
347,2021343. RD12T3,M170D063Z05F22 RDPX1204,190.0,2.0,380.0,2020-04-01
348,30025.0,M170D080Z06F27 RDPX12T3,220.0,2.0,440.0,2020-04-01
349,20068.0,M17OD032Z03M16 RDPX12T3,180.0,1.0,180.0,2020-04-01
350,30052.0,M200D100Z07F32 D=100 RNPJ1204,100.0,3.0,300.0,2020-04-01
351,M200 D=25X150,M200D25Z02A24L150 RNPJ1204,100.0,13.0,1300.0,2020-04-01
352,M200 D=25M12,M200D25Z02M12 RNPJ1204,100.0,18.0,1800.0,2020-04-01
353,20043.0,M200D32Z03M16RN12 D=32 RNPJ12,250.0,11.0,2750.0,2020-04-01
354,M200 D=40,M200D40Z04F16  RNPJ1204,100.0,8.0,800.0,2020-04-01
355,785419.0,M200D42Z04M16 RNPJ12,100.0,5.0,500.0,2020-04-01
356,30050.0,M200D50Z04F22 D=50 Z=4 RNPJ12,100.0,14.0,1400.0,2020-04-01
357,4147572.0,M200D63Z05F22 D=63 RNPJ1204,100.0,1.0,100.0,2020-04-01
358,4147575.0,M200D80Z06F27 D=80 RNPJ1204,100.0,1.0,100.0,2020-04-01
359,4056187.0,M370D032Z04M16WO08 D=32 Z=4 M16 WOEJ0804 ROSCADO,230.0,4.0,920.0,2020-04-01
360,4008276.0,M370D050Z05WO08 D=50 Z=5 M370 WOEJ0804,325.0,1.0,325.0,2020-04-01
361,M6800D12BD07,M6800D012Z02H11L120 BDMT0703,115.0,2.0,230.0,2020-04-01
362,895624.0,M6800D050Z05FC22L40 BDMT11T3 60°,250.0,1.0,250.0,2020-04-01
363,2582446.0,M680D012Z02H11L150 XDMT0903,75.0,6.0,450.0,2020-04-01
364,2582447.0,M680D016Z02H15L150 XDMT0903,85.0,1.0,85.0,2020-04-01
365,BAP680D16X200,M680D016Z02H15L200 XDMT0903,105.0,1.0,105.0,2020-04-01
366,5416533.0,M680D020Z03H19L150 XDMT0903,95.0,1.0,95.0,2020-04-01
367,BAP680D20X200,M680D020Z03H19L200 XDMT0903,120.0,1.0,120.0,2020-04-01
368,2582445.0,M680D025Z03H24L150 XDMT0903,105.0,1.0,105.0,2020-04-01
369,M680D32X150,M680D032Z04H25L150 XDMT0903,150.0,4.0,600.0,2020-04-01
370,13645.0,M690D040Z4ERM16SD1204 WBR D=40 Z=4 SDMT1204,205.0,2.0,410.0,2020-04-01
371,6121 - 130130,MACHO 1/2 *MANUAL  C/3 PÇS,83.43,1.0,83.43,2020-04-01
372,3491.0,MACHO 1/8 *MANUAL C/3 PÇS,33.06,1.0,33.06,2020-04-01
373,6101 - 111010,"MACHO M10 X 1,50MM* MANUAL C/3 PÇS",65.76,1.0,65.76,2020-04-01
374,6101 - 111610,"MACHO M16 X 2,00MM**MANUAL C/3 PÇS",163.73,1.0,163.73,2020-04-01
375,6101 - 103010,"MACHO M3 X 0,50MM*MANUAL C/3 PÇS",36.54,2.0,73.08,2020-04-01
376,6101 - 104010,"MACHO M4 X 0,70MM*MANUAL C/3 PÇS",36.54,1.0,36.54,2020-04-01
377,6101 - 105010,"MACHO M5 X 0,80MM*MANUAL C/3 PÇS",46.87,2.0,93.74,2020-04-01
378,6101 - 106010,"MACHO M6 X 1,00MM* MANUAL C/3 PÇS",50.84,2.0,101.68,2020-04-01
379,671.0,"MANDRIL APERTO RAPIDO CAPAC. 1,00 - 13,00MM - ENC. B16 - SUPER",140.1,1.0,140.1,2020-04-01
380,2361.0,MANDRIL TROCA RAPIDA BT 50 X TAM. 1 (M 3 A M12/M14),1270.0,1.0,1270.0,2020-04-01
381,1021337.0,"MS1152 M2,2",3.66,8.0,29.28,2020-04-01
382,1906441.0,MS1966 - M3X8,7.24,5.0,36.2,2020-04-01
383,MSP513,MSP513 PARAFUSO WNMG06,1.5,3.0,4.5,2020-04-01
384,MT1603,MT1603 CALÇO TNMG16,3.6,12.0,43.2,2020-04-01
385,2525M16,MTENN 2525 M16,101.0,1.0,101.0,2020-04-01
386,2576240.0,MTJNL 2020 K16,80.0,1.0,80.0,2020-04-01
387,2576239.0,MTJNL 2525 M16,90.0,2.0,180.0,2020-04-01
388,2047689.0,MTJNR 2020 K16,80.0,2.0,160.0,2020-04-01
389,2042470.0,MTJNR 2525 M16,90.0,1.0,90.0,2020-04-01
390,MW0603,MW0603 CALÇO MWLN06/WWLN06,3.5,7.0,24.5,2020-04-01
391,MW0804,MW0804 CALÇO WWLNR/L08,4.2,1.0,4.2,2020-04-01
392,3852767.0,MWLNL 2020 K06,80.0,2.0,160.0,2020-04-01
393,890.0,MWLNL 2020 K08,80.0,1.0,80.0,2020-04-01
394,3852768.0,MWLNL 2525 M06,90.0,2.0,180.0,2020-04-01
395,3852769.0,MWLNR 2020 K06,80.0,1.0,80.0,2020-04-01
396,889.0,MWLNR 2020 K08,80.0,2.0,160.0,2020-04-01
397,3852770.0,MWLNR 2525 M06,90.0,1.0,90.0,2020-04-01
398,89654.0,MWLNR 2525 M08,90.0,1.0,90.0,2020-04-01
399,3607299.0,NG2M120RK TN6025,25.45,5.0,127.25,2020-04-01
400,3607151.0,NG2M140RK TN6010,25.56,10.0,255.6,2020-04-01
401,3607326.0,NG2M300LK TN6025,25.38,2.0,50.76,2020-04-01
402,3607515.0,NG3M325RK TN6025,23.53,2.0,47.06,2020-04-01
403,3607302.0,NG3M350RK TN6025,26.43,2.0,52.86,2020-04-01
404,3606929.0,NR2M075R TN6010,24.99,5.0,124.95,2020-04-01
405,3607433.0,NR2M150L TN6025,24.89,2.0,49.78,2020-04-01
406,3638588.0,NSR2020K3 W,201.74,1.0,201.74,2020-04-01
407,3811640.0,NTU4R TN6025,37.31,5.0,186.55,2020-04-01
408,PTM2X5,PARAFUSO TORX M2 X 5,1.57,16.0,25.12,2020-04-01
409,"PTM2,5X5","PARAFUSO TORX M2,5 X 5",1.3,14.0,18.2,2020-04-01
410,"PTM2,5X6","PARAFUSO TORX M2,5 X 6",1.57,9.0,14.13,2020-04-01
411,PTM3X8,PARAFUSO TORX M3 X 8,1.3,33.0,42.9,2020-04-01
412,"PTM3,5X10","PARAFUSO TORX M3,5 X 10",1.3,24.0,31.2,2020-04-01
413,"PTM3,5X8","PARAFUSO TORX M3,5 X 8",1.3,37.0,48.1,2020-04-01
414,PTM4X10,PARAFUSO TORX M4 X 10,1.3,35.0,45.5,2020-04-01
415,PTM4X8,PARAFUSO TORX M4 X 8,1.3,37.0,48.1,2020-04-01
416,PTM5X10,PARAFUSO TORX M5 X 10,1.82,15.0,27.3,2020-04-01
417,PTM5X12,PARAFUSO TORX M5 X 12,1.82,15.0,27.3,2020-04-01
418,3411.0,"PINCA C-20 10,00MM - PORTA PINCA AUTO APERTO",83.4,1.0,83.4,2020-04-01
419,3412.0,"PINCA C-20 12,00MM - PORTA PINCA AUTO APERTO",83.4,1.0,83.4,2020-04-01
420,3410.0,"PINCA C-20 8,00MM - PORTA PINCA AUTO APERTO",83.4,1.0,83.4,2020-04-01
421,3420.0,"PINCA C-32 25,00MM - PORTA PINCA AUTO APERTO",94.7,1.0,94.7,2020-04-01
422,926.0,"PINCA DMC06 6,00MM (KOJEX)",155.8,1.0,155.8,2020-04-01
423,1915.0,"PINCA DMC08 3,00MM  (KOJEX)",184.15,1.0,184.15,2020-04-01
424,1163.0,PINO FIXACAO BT 40 - 45G - SEM REFRIGERACAO INTERNA,18.8,1.0,18.8,2020-04-01
425,2125.0,PINO FIXACAO BT 50 - 45G - SEM REFRIGERACAO INTERNA,34.3,1.0,34.3,2020-04-01
426,1288.0,PINO FIXACAO SK 40 - COM REFRIGERACAO INTERNA,27.3,8.0,218.4,2020-04-01
427,2588272.0,PINO SHIMPIN 73498715 (TNMG16 WIDIA),2.88,3.0,8.64,2020-04-01
428,1144.0,PORCA ER-11 T1 - SEXTAVADO,25.2,1.0,25.2,2020-04-01
429,5057.0,PORCA ER-40 T2 - BALANCEADO 20.000RPM,137.35,3.0,412.05,2020-04-01
430,01078P,"PORTA BARRA BT 40 X 32,00MM (L1=100,00MM) - 12.000RPM",181.3,1.0,181.3,2020-04-01
431,01079P,"PORTA BARRA BT 40 X 40,00MM (L1=100,00MM) - 12.000RPM",188.53,1.0,188.53,2020-04-01
432,929.0,"PORTA BARRA ISO 40 X 32,00MM (L1=90,00MM)",166.2,1.0,166.2,2020-04-01
433,1992.0,"PORTA FRESA FACEAR BT 40 X 27,00MM (L1= 45,00MM) - 12.000RPM",161.6,1.0,161.6,2020-04-01
434,03004P,"PORTA FRESA FACEAR BT 40 X 27,00MM (L1=160,00MM) - 12.000RPM (AD/B)",278.95,1.0,278.95,2020-04-01
435,1993.0,"PORTA FRESA FACEAR BT 40 X 32,00MM (L1= 50,00MM) - 12.000RPM",175.35,1.0,175.35,2020-04-01
436,02000P,"PORTA FRESA FACEAR ISO 40 X 16,00MM (L1= 35,00MM)",157.25,1.0,157.25,2020-04-01
437,2261.0,PORTA FRESA ROSCADO BT 40 X M 12 (L=102MM) (L1= 75MM)- 12.000RPM,253.9,1.0,253.9,2020-04-01
438,2262.0,PORTA FRESA ROSCADO BT 40 X M 12 (L=152MM) (L1=125MM)- 12.000RPM,253.9,1.0,253.9,2020-04-01
439,2278.0,PORTA FRESA ROSCADO SK 40 X M 16 (L= 94MM) (L1= 75MM)- 12.000RPM,253.9,1.0,253.9,2020-04-01
440,3686.0,"PORTA PINCA AUTO APERTO SK 40 X C-20 (L1=105,00MM)",862.98,1.0,862.98,2020-04-01
441,2289.0,PORTA PINCA BT 40 X DMC 10 (L= 90MM) (L1= 51MM)-20.000RPM (KOJEX),625.3,1.0,625.3,2020-04-01
442,03006P,"PORTA PINCA BT 40 X ER-16 (L1=100,00MM) - 12.000RPM -TIPO M",165.75,2.0,331.5,2020-04-01
443,01926P,"PORTA PINCA BT 40 X ER-20 (L1= 70,00MM) - 12.000RPM",155.07,1.0,155.07,2020-04-01
444,02008P,"PORTA PINCA BT 40 X ER-32 (L1=160,00MM) - 12.000RPM",151.76,1.0,151.76,2020-04-01
445,02009P,"PORTA PINCA BT 40 X ER-40 (L1=160,00MM) - 12.000RPM",212.15,1.0,212.15,2020-04-01
446,1871535.0,"PORTA PINCA BT40 X ER-40 (L1=70,00MM) - 12.000RPM",105.0,1.0,105.0,2020-04-01
447,01161P,"PORTA PINCA HASTE PARALELA 25,00MM X 100,00MM X ER-25",137.1,1.0,137.1,2020-04-01
448,1714.0,"PORTA PINCA SK 40 X ER-40 (L1=100,00MM) - 20.000RPM-G6.3 (AD/B)",368.48,2.0,736.96,2020-04-01
449,4170537.0,RCMT0803M0 WP25CT,19.57,10.0,195.7,2020-04-01
450,3960578.0,RDHX07T1M0SNMH TN2505,18.36,10.0,183.6,2020-04-01
451,3959581.0,RDPX1003M0SNMH TN2505,13.5,20.0,270.0,2020-04-01
452,3959622.0,RDPX12T3M0SNMH TN2505,14.96,11.0,164.56,2020-04-01
453,3959621.0,RDPX12T3M0SNMH TN6525,14.96,15.0,224.4,2020-04-01
454,2012748.0,RH20 TN2505,71.21,5.0,356.05,2020-04-01
455,5274512.0,RNGJ10T3MOSMM WU35PM,22.57,5.0,112.85,2020-04-01
456,5123901.0,RNGJ1204M0SMH WP25PM,30.13,2.0,60.26,2020-04-01
457,5276364.0,RNPJ1204M0SMH WP25PM,23.79,67.0,1593.93,2020-04-01
458,9597.0,S08K SCLCR 06,60.0,1.0,60.0,2020-04-01
459,36524.0,S08K SDUCL 07,106.5,1.0,106.5,2020-04-01
460,19554.0,S10K SCLCR 06,65.0,1.0,65.0,2020-04-01
461,19588.0,S12M SCLCR 06,70.0,1.0,70.0,2020-04-01
462,598752.0,S16R SCLCR 09,75.0,2.0,150.0,2020-04-01
463,S20RSCLCR09,S20R SCLCR 09,80.0,1.0,80.0,2020-04-01
464,123658.0,S20R STFCR 11,80.0,1.0,80.0,2020-04-01
465,S25RWTJNR16,S25R WTJNR 16,130.0,1.0,130.0,2020-04-01
466,S25R-MWLNR08,S25R WWLNR 08,130.0,1.0,130.0,2020-04-01
467,2024243.0,S25T SCLCR 09,90.0,3.0,270.0,2020-04-01
468,S32S-MWLNR08,S32S WWLNR 08,195.0,1.0,195.0,2020-04-01
469,627.0,SCGT09T308 AK JT1001,14.3,6.0,85.8,2020-04-01
470,707.0,SEKN 1204 - AFTN TP732,15.95,10.0,159.5,2020-04-01
471,202016.0,SER 2020 K16,80.0,1.0,80.0,2020-04-01
472,2045812.0,SER 2525 M16,90.0,1.0,90.0,2020-04-01
473,25874.0,SIR 0016 16,75.0,1.0,75.0,2020-04-01
474,24518.0,SIR 0020 16,80.0,1.0,80.0,2020-04-01
475,23606.0,SIR 0025 16,120.0,1.0,120.0,2020-04-01
476,4166808.0,SNMG120408-6P TN10P,16.18,1.0,16.18,2020-04-01
477,SNMG120408-RM,SNMG120408-RM WS8125,15.0,10.0,150.0,2020-04-01
478,2564441.0,SOMT060204ML PA120,10.16,12.0,121.92,2020-04-01
479,SPMG05,SPMG050204DG WS5231,18.0,6.0,108.0,2020-04-01
480,SPMG06,SPMG060204DG WS5231,19.0,8.0,152.0,2020-04-01
481,SS04008,SS04008 PARAFUSO DO CALÇO SIR/SER,3.0,11.0,33.0,2020-04-01
482,100TPKN16,SUPORTE Ø100 Z6 FC32 L50 TPKN1603,390.0,1.0,390.0,2020-04-01
483,50TPKN16,SUPORTE Ø50 Z4 FC22 L50 TPKN1603,190.0,1.0,190.0,2020-04-01
484,2552268.0,SVJNR 2525 M12,85.86,1.0,85.86,2020-04-01
485,20957.0,TBGH060102L YNG151,20.72,1.0,20.72,2020-04-01
486,632.0,TBGT060102EL CT3000,42.0,3.0,126.0,2020-04-01
487,5541841.0,TCF040204APV34 WU25CH,24.79,23.0,570.17,2020-04-01
488,6407888.0,TCF040204APV36 WN10PH,24.08,20.0,481.6,2020-04-01
489,5542608.0,TCF050204BPV34 WU25CH,24.79,20.0,495.8,2020-04-01
490,5542622.0,TCF050204BPV36 WU40PH,24.79,1.0,24.79,2020-04-01
491,6429427.0,TCF050204BPV38 WU40PH,24.79,4.0,99.16,2020-04-01
492,5542607.0,TCF060203BCV36 WU40PH,24.79,1.0,24.79,2020-04-01
493,6429459.0,TCF060203BCV38 WU40PH,24.79,4.0,99.16,2020-04-01
494,5542650.0,TCF070306CPV36 WU40PH,24.79,9.0,223.11,2020-04-01
495,5538559.0,TCF080308DPV34 WU40PH,27.9,2.0,55.8,2020-04-01
496,5538602.0,TCF080308DPV36 WU40PH,27.9,2.0,55.8,2020-04-01
497,6429430.0,TCF080308DPV38 WU40PH,27.9,2.0,55.8,2020-04-01
498,5538557.0,TCF090305DCV36 WU40PH,27.9,4.0,111.6,2020-04-01
499,6429461.0,TCF090305DCV38 WU40PH,27.9,5.0,139.5,2020-04-01
500,5538612.0,TCF100408EPV36 WU40PH,27.9,3.0,83.7,2020-04-01
501,6429452.0,TCF100408EPV38 WU40PH,27.9,7.0,195.3,2020-04-01
502,5538607.0,TCF120405ECV36 WU40PH,30.54,3.0,91.62,2020-04-01
503,6429462.0,TCF120405ECV38 WU40PH,30.54,8.0,244.32,2020-04-01
504,5542627.0,TCF120412FPV34 WU25CH,30.09,5.0,150.45,2020-04-01
505,5542641.0,TCF120412FPV36 WU40PH,30.09,3.0,90.27,2020-04-01
506,5542626.0,TCF150406FCV36 WU40PH,34.44,3.0,103.32,2020-04-01
507,5542600.0,TCF150512GPV34 WU40PH,34.44,5.0,172.2,2020-04-01
508,5577942.0,TCF160R4SLR25MB D=16MM 4XD SL SHANK 25MM,695.42,1.0,695.42,2020-04-01
509,5542476.0,TCF180508GCV34 WU40PH,37.11,5.0,185.55,2020-04-01
510,2006991.0,TCGT110204AL1 HWK10,19.65,9.0,176.85,2020-04-01
511,3883343.0,TCGW16T308S01015M WBH25P,96.08,1.0,96.08,2020-04-01
512,694.0,TCMT110204,13.2,10.0,132.0,2020-04-01
513,4166471.0,TCMT16T308-1P TN20P,15.76,10.0,157.6,2020-04-01
514,3899782.0,TDD106Z03000 WU20PD D=3.0 20XD COM REFRI,447.4,1.0,447.4,2020-04-01
515,3850907.0,TDM085R5SCF12M WG,440.45,1.0,440.45,2020-04-01
516,3850938.0,TDM140R3SCF16M WG,473.39,1.0,473.39,2020-04-01
517,3849113.0,TDM1680UPM WU25PD INSERTO TDM1 D=16.80,185.97,1.0,185.97,2020-04-01
518,3850951.0,TDM190R5SCF25M W,812.6,1.0,812.6,2020-04-01
519,3851013.0,"TDM1928UPM WU25PD INSERTO TDM1 D=19,28",207.5,4.0,830.0,2020-04-01
520,4163081.0,TDS402A09000 WP20PD D=9.0 5XD COM REFRI,258.63,1.0,258.63,2020-04-01
521,4162796.0,TDS403A03000 WP20PD D=3.0 8XD COM REFRI,268.44,2.0,536.88,2020-04-01
522,4163217.0,TDS403A06000 WP20PD D=6.0 8XD COM REFRI,287.76,3.0,863.28,2020-04-01
523,4157043.0,TDS413A06000 WK15PD D=6 8XD COM REFRI,287.75,2.0,575.5,2020-04-01
524,4156888.0,TDS413A11000 WK15PD D=11 8XD COM REFRI,505.98,2.0,1011.96,2020-04-01
525,4148984.0,TDS413A12500 WK15PD D=12.5 8XD COM REFRI,857.24,1.0,857.24,2020-04-01
526,2968513.0,TDS503A04800 WU25PD D=4.8 8XD COM REFRI,317.03,2.0,634.06,2020-04-01
527,4173464.0,TDS504A04000 WU20PD D=4.0 12XD COM REFRI,382.39,3.0,1147.17,2020-04-01
528,4173469.0,TDS504A05000 WU20PD D=5 12XD COM REFRI,427.58,3.0,1282.74,2020-04-01
529,2952541.0,TNGA160408T02020 CW2015,16.92,5.0,84.6,2020-04-01
530,4164793.0,TNGP160408 TN10U,19.42,8.0,155.36,2020-04-01
531,4171407.0,TNMG110304ML WK20CT,11.55,2.0,23.1,2020-04-01
532,TNMG160408 K,TNMG160408 WS6115,14.0,10.0,140.0,2020-04-01
533,6169208.0,TNMG160408-45 PA120,8.9,20.0,178.0,2020-04-01
534,2225731.0,TNMG1604085 TN4000,12.61,80.0,1008.8,2020-04-01
535,4166523.0,TNMG160408-7N TN20P,14.97,9.0,134.73,2020-04-01
536,TNMG160408-BM,TNMG160408-BM WS7225,14.0,1.0,14.0,2020-04-01
537,4171927.0,TNMG160408RH WK20CT,15.81,30.0,474.3,2020-04-01
538,4171007.0,TNMG160408RH WP15CT,15.81,5.0,79.05,2020-04-01
539,4169465.0,TNMG160408UR WM25CT,15.81,4.0,63.24,2020-04-01
540,TNMG160412-GR,TNMG160412-GR WS8125,14.0,20.0,280.0,2020-04-01
541,4173670.0,TNMP160404 WM25CT,15.81,2.0,31.62,2020-04-01
542,4172623.0,TNMP160408 WS25PT,15.81,4.0,63.24,2020-04-01
543,4172495.0,TNMP220408 WS10PT,21.16,10.0,211.6,2020-04-01
544,3025707.0,TNMX160404-L PA120,8.5,32.0,272.0,2020-04-01
545,4120180.0,TNMX160404-R PA120,8.5,30.0,255.0,2020-04-01
546,4120182.0,TNMX160408-L PA120,8.5,60.0,510.0,2020-04-01
547,4120181.0,TNMX160408-R PA120,8.5,50.0,425.0,2020-04-01
548,TM-4E-D1.5S,"TOPO 4C 58HRC D=1.5X4X50X4,5",23.65,3.0,70.95,2020-04-01
549,TM-4E-D10,TOPO 4C 58HRC D=10X10X75X25,112.2,2.0,224.4,2020-04-01
550,TM-4E-D12,TOPO 4C 58HRC D=12X12X75X30,148.5,2.0,297.0,2020-04-01
551,TM-4E-D16,TOPO 4C 58HRC D=16X16X100X40,319.0,2.0,638.0,2020-04-01
552,TM-4E-D1S,TOPO 4C 58HRC D=1X4X50X3,23.65,3.0,70.95,2020-04-01
553,TM-4E-D2S,TOPO 4C 58HRC D=2X4X50X6,23.65,3.0,70.95,2020-04-01
554,TM-4E-D3S,TOPO 4C 58HRC D=3X4X50X8,23.65,7.0,165.55,2020-04-01
555,TM-4E-D4S,TOPO 4C 58HRC D=4X4X50X11,23.65,8.0,189.2,2020-04-01
556,TM-4E-D6,TOPO 4C 58HRC D=6X6X50X13,38.5,3.0,115.5,2020-04-01
557,TM-4E-D8,TOPO 4C 58HRC D=8X8X60X20,71.5,2.0,143.0,2020-04-01
